,Unnamed: 0,Rate,Adult Occupant,Child Occupant,Vulnerable Road Users,Safety Assist,Tested Model,Body Type,Year Of Publication,Kerb Weight,VIN From Which Rating Applies,Class,Front Airbag-Driver,Belt Pretensioner-Driver,Belt Loadlimiter-Driver,Knee Airbag-Driver,Side Head Airbag-Driver,Side Chest Airbag-Driver,Side Pelvis Airbag-Driver,Centre Airbag-Driver,Isofix/i-Size-Driver,Integrated Child Seat-Driver,Airbag cut-off switch-Driver,Seatbelt Reminder-Driver,Front Airbag-Passenger,Belt Pretensioner-Passenger,Belt Loadlimiter-Passenger,Knee Airbag-Passenger,Side Head Airbag-Passenger,Side Chest Airbag-Passenger,Side Pelvis Airbag-Passenger,Centre Airbag-Passenger,Isofix/i-Size-Passenger,Integrated Child Seat-Passenger,Airbag cut-off switch-Passenger,Seatbelt Reminder-Passenger,Front Airbag-Rear,Belt Pretensioner-Rear,Belt Loadlimiter-Rear,Knee Airbag-Rear,Side Head Airbag-Rear,Side Chest Airbag-Rear,Side Pelvis Airbag-Rear,Centre Airbag-Rear,Isofix/i-Size-Rear,Integrated Child Seat-Rear,Airbag cut-off switch-Rear,Seatbelt Reminder-Rear,Active Bonnet,AEB Vulnerable Road Users,AEB Pedestrian - Reverse,AEB Car-to-Car,Speed Assistance,Lane Assist System
0,1,1,84,89,81.0,81,97,11,2022,2532,139,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
1,2,1,87,87,68.0,88,29,25,2022,1423,199,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
2,3,0,75,84,70.0,69,66,11,2022,1334,125,12,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
3,4,1,84,90,74.0,84,221,22,2022,2434,280,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
4,5,1,84,89,71.0,85,47,11,2022,2123,14,4,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,1,1
5,6,1,90,87,89.0,91,114,11,2022,2124,173,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
6,7,1,90,91,78.0,84,116,6,2022,2371,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,1,1
7,8,1,93,89,73.0,83,126,10,2022,2410,180,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
8,9,1,92,90,74.0,84,140,11,2022,2000,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,1,0,0,0,1,1
9,10,1,83,80,75.0,78,124,9,2022,1685,179,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
10,11,1,84,89,81.0,81,97,11,2022,2532,139,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
11,12,1,87,87,68.0,88,29,25,2022,1423,199,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
12,13,0,75,84,70.0,69,66,11,2022,1334,125,12,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
13,14,1,84,90,74.0,84,221,22,2022,2434,280,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
14,15,1,84,89,71.0,85,47,11,2022,2123,14,4,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,1,1
15,16,1,90,87,89.0,91,114,11,2022,2124,173,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
16,17,1,90,91,78.0,84,116,6,2022,2371,176,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,0,0,1,1
17,18,1,93,89,73.0,83,126,10,2022,2410,180,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
18,19,1,92,90,74.0,84,140,11,2022,2000,21,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,1,0,0,0,1,1
19,20,1,83,80,75.0,78,124,9,2022,1685,179,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
20,21,0,76,84,78.0,65,170,16,2022,1397,46,8,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,1,1
21,22,1,84,90,74.0,84,221,22,2022,2434,279,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
22,23,1,92,87,60.0,90,225,27,2022,2384,146,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
23,24,0,77,81,62.0,66,234,10,2022,1520,1,9,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,1,0,1,1
24,25,0,79,86,67.0,67,42,14,2022,1869,100,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,1,1
25,26,1,89,87,82.0,83,75,14,2022,1458,81,8,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,0,1,1
26,27,1,97,87,66.0,90,81,6,2022,1910,149,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,2,0,1,1
27,28,1,86,86,69.0,83,92,5,2022,2030,95,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
28,29,1,84,87,72.0,82,177,11,2022,2524,218,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
29,30,1,85,85,69.0,82,179,11,2022,2727,182,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
30,31,1,91,87,73.0,95,152,6,2022,2379,116,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
31,32,1,86,89,74.0,93,153,11,2022,1914,55,10,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,0,0,1,1
32,33,1,88,83,69.0,87,181,10,2022,1502,61,3,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,2,0,1,1
33,34,1,96,89,71.0,88,247,11,2022,1820,288,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
34,35,1,88,87,79.0,91,220,11,2022,2060,231,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,2,0,1,1
35,36,1,94,91,85.0,98,207,6,2022,2095,193,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,0,0,0,0,1,1
36,37,1,88,87,79.0,91,220,11,2022,2060,278,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,2,0,1,1
37,38,1,85,83,87.0,82,212,11,2022,1500,89,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1,0,2,0,1,1
38,39,1,94,87,73.0,93,245,11,2022,2100,86,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
39,40,1,88,81,79.0,92,15,10,2022,1521,33,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,1,1
40,41,1,86,89,76.0,92,22,11,2022,1654,266,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,1,1
41,42,1,91,89,69.0,74,28,11,2022,1750,53,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
42,43,1,95,91,83.0,81,48,6,2022,2355,112,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,0,0,0,0,1,1
43,44,0,80,79,69.0,71,149,14,2022,1600,174,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
44,45,1,83,83,65.0,70,189,14,2022,1140,17,10,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
45,46,1,83,82,66.0,70,191,14,2022,1079,16,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
46,47,1,88,87,74.0,82,223,14,2022,1316,138,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,0,0,3,0,0,1,0,1,0,1,1
47,48,0,82,87,69.0,66,35,14,2022,1734,72,1,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,1,1
48,49,1,89,87,63.0,88,70,11,2022,2095,133,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,2,0,1,1
49,50,0,91,84,75.0,60,103,11,2022,1682,198,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,2,0,1,1
50,51,1,91,84,76.0,79,103,11,2022,1682,198,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,2,0,1,1
51,52,1,88,91,89.0,76,119,11,2022,2081,178,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,2,0,1,1
52,53,1,92,83,74.0,93,158,14,2022,1580,128,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
53,54,1,97,87,82.0,98,150,11,2022,1979,194,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,0,0,1,1
54,55,1,91,87,79.0,94,244,11,2022,2365,85,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,1,0,0,0,1,1
55,56,0,87,87,71.0,64,26,6,2022,2050,285,2,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,1,1
56,57,1,83,85,67.0,85,4,11,2022,1626,249,10,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
57,58,1,93,89,73.0,80,37,14,2022,1782,94,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
58,59,1,87,86,66.0,72,108,11,2022,1748,232,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,2,0,1,1
59,60,1,91,93,69.0,90,142,10,2022,1544,80,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1
60,61,1,91,93,69.0,90,142,10,2022,1544,241,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1
61,62,0,78,78,74.0,81,210,14,2022,990,62,12,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,1,0,1,0,1,1
62,63,1,90,86,64.0,87,102,14,2022,2105,166,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,2,0,1,1
63,64,1,93,89,80.0,82,134,6,2022,1625,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,2,0,1,1
64,65,0,80,82,67.0,66,162,14,2022,1330,59,8,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
65,66,0,76,84,68.0,65,170,16,2022,1397,42,8,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
66,67,1,92,89,70.0,89,239,14,2022,2149,70,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1
67,68,1,90,89,69.0,87,227,10,2022,2050,259,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
68,69,0,85,86,74.0,65,43,14,2022,1660,101,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,1,1
69,70,1,85,86,74.0,82,43,14,2022,1660,102,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,0,0,1,0,1,1
70,71,0,82,75,72.0,78,76,11,2022,1389,141,10,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
71,72,0,82,81,67.0,64,17,2,2022,1682,34,8,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,0,0,1,0,1,1
72,73,1,91,87,83.0,91,113,11,2022,1810,197,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,1,0,2,0,1,1
73,74,1,85,88,65.0,79,131,14,2022,1636,187,8,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
74,75,1,94,80,70.0,70,229,14,2022,1158,206,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
75,76,1,94,84,71.0,70,229,14,2022,1216,244,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1
76,77,1,91,90,70.0,95,246,19,2021,1599,265,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,1,1,0,0,0,1,0,0,1,0,2,2,0,0,1,0,0,1,0,0,0,1,1
77,78,0,76,82,76.0,67,79,11,2021,1230,292,12,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,0,3,0,0,1,0,1,0,1,1
78,79,0,70,69,41.0,39,45,14,2021,1111,156,12,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,1,0,2,2,1,0,3,0,0,1,1,1,0,1,2
79,80,1,84,82,69.0,79,236,10,2021,1767,251,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1
80,81,1,93,89,76.0,85,237,11,2021,2029,258,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,0,0,1,0,1,0,1,1
81,82,1,91,87,73.0,81,27,11,2021,2573,286,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,1,0,1,1
82,83,0,49,56,39.0,32,46,14,2021,970,233,12,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,1,1,0,1,2
83,84,0,76,80,67.0,67,49,3,2021,1328,47,12,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1
84,85,1,89,87,76.0,88,68,12,2021,1842,130,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,1
85,86,1,89,87,64.0,87,71,11,2021,2020,134,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,0,2,0,1,1
86,87,1,96,91,76.0,80,147,14,2021,2480,113,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,1,0,3,2,0,0,3,0,0,0,0,0,0,1,1
87,88,0,80,75,55.0,80,121,11,2021,1840,184,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1
88,89,1,91,91,70.0,95,157,11,2021,1503,216,10,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,0,0,1,1
89,90,0,78,87,67.0,72,184,10,2021,1531,252,9,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,1,2,0,1,0,2,2,1,0,3,0,0,1,0,1,0,1,1
90,91,0,43,52,41.0,14,187,14,2021,1563,277,12,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,2,1,0,2,2,0,0,0,0,0,2,2,0,2,2,2,0,0,3,0,0,1,2,1,1,1,3
91,92,1,84,82,69.0,79,236,10,2021,1767,28,9,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1
92,93,1,85,81,70.0,71,249,14,2021,1199,121,8,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,1,0,0,1,0,3,3,0,0,3,0,0,1,0,1,0,1,1
93,94,1,92,86,69.0,82,64,11,2021,2103,183,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,0,2,0,0,3,0,0,0,0,0,0,1,1
94,95,0,76,82,76.0,67,79,11,2021,1230,63,10,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,1,0,2,2,1,0,3,0,0,1,0,1,0,1,1
95,96,1,88,86,63.0,88,80,11,2021,1910,148,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,2,0,1,1
96,97,1,86,87,66.0,70,86,11,2021,1633,243,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,1,0,3,0,0,1,0,1,0,1,1
97,98,1,86,84,78.0,81,217,11,2021,1270,272,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,2,0,1,1
98,99,1,93,89,66.0,80,10,11,2021,2125,212,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,1,0,1,0,1,1
99,100,1,96,87,71.0,81,117,11,2021,1755,177,10,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,1,0,1,0,1,1
100,101,1,82,84,72.0,92,151,11,2021,2435,115,4,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,0,0,3,0,0,1,0,1,0,1,1
101,102,1,88,89,84.0,95,201,12,2021,1649,201,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,2,2,1,0,3,0,0,1,0,0,0,1,1
102,103,1,88,85,80.0,82,215,7,2021,1950,191,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,1,0,2,2,0,0,3,0,0,0,0,1,0,1,1
103,104,0,73,75,58.0,64,165,11,2021,1217,3,10,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,1,0,0,1,0,0,2,1,0,3,0,0,1,0,1,0,1,1
104,105,0,78,87,67.0,72,184,10,2021,1531,161,9,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,1,2,0,1,0,2,2,1,0,3,0,0,1,0,1,0,1,1
105,106,0,80,83,57.0,63,34,14,2021,1305,69,8,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,2,0,0,2,2,1,0,0,0,0,0,0,0,0,2,2,1,0,3,0,0,1,0,1,0,1,1
106,107,1,91,87,77.0,91,69,6,2021,1910,131,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,0,2,0,1,1
107,108,1,91,87,66.0,88,72,11,2021,2070,135,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,1,0,2,0,1,1
108,109,0,70,72,41.0,42,45,14,2021,1111,175,8,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,1,0,2,2,1,0,3,0,0,1,1,1,0,1,2
109,110,0,70,72,41.0,42,45,14,2021,1111,226,12,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,2,1,0,0,0,1,0,0,1,0,2,2,1,0,3,0,0,1,1,1,0,1,2
110,111,1,93,89,76.0,85,237,11,2021,2029,257,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,3,0,0,1,0,1,0,1,1
111,112,1,94,89,71.0,82,248,11,2021,1940,108,4,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,0,0,1,0,1,0,1,1
112,113,1,93,88,68.0,80,38,11,2021,1362,127,10,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,3,0,0,1,0,1,0,1,1
113,114,1,93,89,80.0,83,173,20,2021,2173,205,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0,2,2,1,0,3,0,0,0,0,1,0,1,1
114,115,1,86,81,78.0,85,219,14,2020,1175,6,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,1,0,2,2,1,0,3,0,0,1,0,1,0,1,1
115,116,1,91,88,71.0,80,193,14,2020,1294,172,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,3,0,0,1,0,1,0,1,1
116,117,1,89,81,68.0,73,6,14,2020,1500,22,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,1,0,3,3,1,0,3,0,0,1,0,1,0,1,1
